ID,N_VICTIMAS,FECHA_x,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Cruce,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,ROL,VICTIMA_y,SEXO,EDAD
2018-0098,2,2018-09-09,5.0,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,True,8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,55.0
2018-0098,2,2018-09-09,5.0,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,True,8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54.0
2018-0099,1,2018-09-12,14.0,Rivadavia Av. y Pedernera,AVENIDA,True,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,18.0
2018-0100,1,2018-09-20,10.0,Elvira Rawson de Dellepiane 150,AVENIDA,False,1,-58.36217754,-34.62367156,MOTO-AUTO,AUTO,,MOTO,FEMENINO,33.0
2018-0101,1,2018-09-21,0.0,"Paz, Gral. Av. y Zapiola",GRAL PAZ,True,12,-58.48098594,-34.5407313,MULTIPLE,MULTIPLE,CONDUCTOR,AUTO,MASCULINO,
2018-0102,1,2018-09-21,0.0,FAMATINA Y DIOGENES TABORDA,CALLE,True,4,-58.41083404,-34.64640709,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,20.0
2018-0103,1,2018-09-27,17.0,Av. Castañares y Bonorino,AVENIDA,True,7,-58.44609828,-34.64446729,PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,1.0
2018-0104,1,2018-10-01,8.0,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,True,4,-58.37709334,-34.64035082,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,22.0
2018-0105,1,2018-10-03,18.0,Nazca Av. y Rivadavia Av.,AVENIDA,True,7,-58.46963952,-34.63070603,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,56.0
2018-0106,1,2018-10-04,22.0,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,True,13,-58.43674281,-34.55161027,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,27.0
2018-0107,1,2018-10-06,14.0,Rivadavia Av. y Jujuy Av.,AVENIDA,True,3,-58.4059686,-34.61011987,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,62.0
2018-0108,1,2018-10-09,14.0,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,True,1,-58.36154069,-34.60463618,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,37.0
2018-0109,1,2018-10-10,22.0,"Tucuman y Alem, Leandro N. Av.",AVENIDA,True,1,-58.37062179,-34.60066507,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,34.0
2018-0110,1,2018-10-13,3.0,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,True,15,-58.43220014,-34.60207186,PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,60.0
2018-0111,1,2018-10-19,12.0,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,False,9,-58.46958442,-34.64949724,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,28.0
2018-0112,1,2018-10-24,9.0,Muñecas y Serrano,CALLE,True,15,-58.44671397,-34.59970903,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,28.0
2018-0113,1,2018-10-25,11.0,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,True,11,-58.47152163,-34.61474911,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,20.0
2018-0114,1,2018-10-30,2.0,Solis e Independencia Av.,AVENIDA,True,1,-58.39032921,-34.61807951,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23.0
2018-0115,1,2018-10-31,12.0,"Bosch, Ventura y Paz, Gral. Av.",CALLE,True,9,-58.52887773,-34.64297861,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,42.0
2018-0116,1,2018-11-01,10.0,"Paz, Gral. Av. 14800",GRAL PAZ,False,8,-58.49371157,-34.67981324,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,48.0
2018-0117,1,2018-11-04,8.0,Av. Eva Perón 5321,AVENIDA,False,9,-58.48266599,-34.66012327,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30.0
2018-0118,1,2018-11-05,14.0,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,True,3,-58.40612253,-34.60774301,PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,80.0
2018-0119,1,2018-11-05,22.0,Rabanal y San Pedrito,AVENIDA,True,8,-58.43613623,-34.66292532,PEATON-SD,,PEATON,PEATON,FEMENINO,32.0
2018-0120,1,2018-11-09,13.0,Monroe y Alvarez Thomas Av.,AVENIDA,True,12,-58.48250732,-34.57208238,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,51.0
2018-0121,1,2018-11-09,16.0,Rivadavia Av. y Manzoni,AVENIDA,True,10,-58.49945705,-34.6374328,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,72.0
2018-0122,1,2018-11-12,1.0,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,True,8,-58.47743966,-34.67233407,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,33.0
2018-0123,1,2018-11-12,3.0,"Paz, Gral. Av. y Peron, Eva Av.",GRAL PAZ,True,9,-58.5025179,-34.67450313,AUTO-SD,,CONDUCTOR,AUTO,MASCULINO,25.0
2018-0124,1,2018-11-15,19.0,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,False,9,-58.52144411,-34.63682499,CARGAS-CARGAS,CARGAS,CONDUCTOR,CARGAS,MASCULINO,44.0
2018-0125,1,2018-11-16,21.0,Saenz Av. y Ventana,AVENIDA,True,4,-58.41650465,-34.65084045,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,29.0
2018-0126,1,2018-11-18,12.0,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,True,9,-58.52994219,-34.64055918,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,27.0
2018-0127,1,2018-11-19,9.0,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,True,12,-58.50993046,-34.56919739,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,29.0
2018-0128,2,2018-11-25,4.0,"Paz, Gral. Av. 11200",GRAL PAZ,False,9,-58.52844623,-34.64592873,AUTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0
2018-0128,2,2018-11-25,4.0,"Paz, Gral. Av. 11200",GRAL PAZ,False,9,-58.52844623,-34.64592873,AUTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39.0
2018-0129,1,2018-11-28,4.0,"Newbery, Jorge Av. y Guevara",AVENIDA,True,15,-58.45021367,-34.58695347,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,37.0
2018-0130,1,2018-12-03,3.0,Gaona Av. y Segurola Av.,AVENIDA,True,10,-58.49022072,-34.62770192,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,
2018-0131,1,2018-12-07,19.0,"Madero, Eduardo Av. 550",AVENIDA,False,1,-58.36860866,-34.60106568,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,29.0
2018-0132,1,2018-12-12,8.0,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,True,2,-58.39490504,-34.57241534,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,70.0
2018-0133,1,2018-12-12,14.0,Nazca Av. y Rivadavia Av.,AVENIDA,True,7,-58.46963952,-34.63070603,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,60.0
2018-0134,1,2018-12-12,21.0,La Plata Av. y Caseros Av.,AVENIDA,True,7,-58.42349365,-34.64019887,PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,56.0
2018-0135,1,2018-12-18,14.0,Belgrano Av. y Peru,AVENIDA,True,1,-58.37471802,-34.61265002,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,80.0
2018-0136,1,2018-12-18,15.0,Rivadavia Av. 7013,AVENIDA,False,7,-58.46438789,-34.62913916,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,70.0
2018-0137,1,2018-12-18,20.0,Adolfo Alsina y Santiago del Estero,CALLE,True,1,-58.38481975,-34.61100424,MOTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29.0
2018-0138,1,2018-12-21,9.0,Bermudez 1893,CALLE,False,10,-58.50751833,-34.62073702,PASAJEROS-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79.0
2018-0139,1,2018-12-22,6.0,Santander 1974,CALLE,False,7,-58.44682986,-34.63888084,MOTO-MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28.0
2018-0140,1,2018-12-22,8.0,Julieta Lanteri 1400,CALLE,False,1,-58.3600465,-34.61381341,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,78.0
2018-0141,1,2018-12-22,17.0,Maza y Av. Independencia,AVENIDA,True,5,-58.41509546,-34.62085945,PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,75.0
2018-0142,1,2018-12-25,13.0,"PAZ, GRAL. AV. 5172",GRAL PAZ,False,12,-58.50997604,-34.57251072,CARGAS-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32.0
2018-0143,1,2018-12-29,5.0,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,True,10,-58.48606475,-34.64047818,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,22.0
2019-0001,1,2019-01-08,8.0,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,True,2,-58.38526125,-34.5780581,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,25.0
2019-0002,1,2019-01-09,4.0,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,True,7,-58.45463662,-34.65082149,AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,32.0
2019-0003,1,2019-01-12,8.0,SAN MARTIN AV. Y TERRADA,AVENIDA,True,15,-58.49121672,-34.59718073,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23.0
2019-0004,1,2019-01-14,19.0,"PERON, EVA AV. Y MEDINA",AVENIDA,True,9,-58.47325712,-34.65284605,AUTO-PASAJEROS,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,71.0
2019-0005,1,2019-01-19,12.0,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,True,10,-58.52108101,-34.63382309,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,43.0
2019-0006,1,2019-01-23,5.0,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,False,14,-58.41652702,-34.55509606,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,12.0
2019-0007,1,2019-01-26,19.0,"MITRE, BARTOLOME Y YATAY",CALLE,True,5,-58.42891604,-34.6107166,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,35.0
2019-0008,1,2019-01-30,22.0,"PAZ, GRAL. AV. 16080",GRAL PAZ,False,8,-58.47802293,-34.69156793,MULTIPLE,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,42.0
2019-0009,1,2019-01-31,14.0,CHACABUCO Y SAN JUAN AV.,AVENIDA,True,1,-58.37564821,-34.62200207,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,34.0
2019-0010,2,2019-02-02,7.0,DEL LIBERTADOR AV. 4100,AVENIDA,False,14,-58.42668489,-34.56961468,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,
2019-0010,2,2019-02-02,7.0,DEL LIBERTADOR AV. 4100,AVENIDA,False,14,-58.42668489,-34.56961468,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,59.0
2019-0011,1,2019-02-10,1.0,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",GRAL PAZ,True,9,-58.5183993,-34.66252488,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,
2019-0012,1,2019-02-17,3.0,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,True,8,-58.48432691,-34.67665828,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,31.0
2019-0013,1,2019-02-20,7.0,SALVIGNY Y MOM,CALLE,True,7,-58.4338383,-34.64457699,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,39.0
2019-0014,1,2019-02-20,17.0,"LAMARCA, EMILIO 5402",CALLE,False,11,-58.51664939,-34.58657938,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,69.0
2019-0015,1,2019-02-23,6.0,SAN MARTIN AV. 5638,AVENIDA,False,11,-58.49613012,-34.59703502,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,21.0
2019-0016,1,2019-02-24,2.0,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,True,4,-58.38313603,-34.63356284,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,40.0
2019-0017,1,2019-03-03,7.0,MEXICO Y PICHINCHA,CALLE,True,3,-58.39914719,-34.61632317,AUTO-PASAJEROS,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,22.0
2019-0018,1,2019-03-03,23.0,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,True,13,-58.44927253,-34.54048625,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,29.0
2019-0019,1,2019-03-06,12.0,DEL LIBERTADOR AV. 6326,AVENIDA,False,13,-58.45049163,-34.55374003,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,
2019-0020,1,2019-03-07,21.0,CHICLANA AV. 3444,AVENIDA,False,5,-58.41288952,-34.63572989,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,43.0
2019-0021,1,2019-03-15,22.0,BOYACA AV. Y YERBAL,AVENIDA,True,7,-58.45743597,-34.62561234,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23.0
2019-0022,1,2019-03-15,0.0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,False,1,-58.39123782,-34.62352245,AUTO-SD,,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,
2019-0023,1,2019-03-16,8.0,"PAZ, GRAL. AV. Y JACQUES, AMADEO",GRAL PAZ,True,9,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,34.0
2019-0024,1,2019-03-19,7.0,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,False,1,-58.37208118,-34.58541957,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,32.0
2019-0025,1,2019-03-22,13.0,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,True,5,-58.41458534,-34.60937557,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,27.0
2019-0026,1,2019-03-28,7.0,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,True,8,-58.47976785,-34.69153196,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,
2019-0027,1,2019-03-28,11.0,SANTA FE AV. Y AZCUENAGA,AVENIDA,True,2,-58.39990285,-34.59511714,MULTIPLE,MULTIPLE,CICLISTA,BICICLETA,MASCULINO,37.0
2019-0028,1,2019-04-06,9.0,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,True,11,-58.46051346,-34.60588536,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,
2019-0029,1,2019-04-07,10.0,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,True,8,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,27.0
2019-0030,1,2019-04-09,16.0,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,True,7,-58.45457546,-34.62447891,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,25.0
2019-0031,1,2019-04-12,19.0,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,True,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,MASCULINO,20.0
2019-0032,1,2019-04-16,11.0,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,True,11,-58.46415322,-34.6044379,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,83.0
2019-0033,1,2019-04-18,1.0,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,True,1,-58.36607137,-34.62150748,MOTO-SD,,CONDUCTOR,MOTO,MASCULINO,25.0
2019-0034,1,2019-04-21,9.0,"MORENO, PERITO AV. 3050",AVENIDA,False,7,-58.45537373,-34.65093074,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,
2019-0035,1,2019-04-23,14.0,SUIPACHA 665,CALLE,False,1,-58.37942637,-34.60053054,PEATON-BICICLETA,BICICLETA,PEATON,PEATON,FEMENINO,75.0
2019-0036,1,2019-04-26,22.0,RIGLOS Y FORMOSA,CALLE,True,6,-58.4368044,-34.62147504,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,34.0
2019-0037,1,2019-05-01,23.0,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,True,3,-58.40778291,-34.61971907,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,17.0
2019-0038,1,2019-05-04,14.0,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,True,13,-58.45212523,-34.54628513,PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,42.0
2019-0039,1,2019-05-09,3.0,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,True,7,-58.46749188,-34.63551751,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,28.0
2019-0040,1,2019-05-09,12.0,PUAN Y SANTANDER,CALLE,True,7,-58.4426358,-34.63679732,MOTO-SD,,CONDUCTOR,MOTO,MASCULINO,44.0
2019-0041,1,2019-05-11,20.0,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,True,9,-58.51140289,-34.65846419,MULTIPLE,MULTIPLE,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78.0
2019-0042,1,2019-05-14,15.0,LIMA Y CONSTITUCION,CALLE,True,1,-58.38211431,-34.62465368,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,39.0
2019-0043,1,2019-05-21,9.0,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,True,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,FEMENINO,
2019-0044,1,2019-05-27,12.0,BOEDO AV. 650,AVENIDA,False,5,-58.41635217,-34.62036547,PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,77.0
2019-0045,1,2019-06-03,7.0,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,True,14,-58.41316147,-34.57579669,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,33.0
2019-0046,1,2019-06-04,9.0,GRAL PAZ Y CABILDO,GRAL PAZ,True,13,-58.47617802,-34.53825652,MOTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0
2019-0047,1,2019-06-06,10.0,CASEROS AV. 1700,AVENIDA,False,4,-58.38641783,-34.63330028,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,76.0
2019-0048,1,2019-06-07,7.0,AVELLANEDA AV. 1548,AVENIDA,False,6,-58.45322169,-34.62038137,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,32.0
2019-0049,1,2019-06-08,9.0,CIUDAD DE LA PAZ Y MENDOZA,CALLE,True,13,-58.45849057,-34.56166498,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,72.0
2019-0050,1,2019-06-08,23.0,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,True,14,-58.41829559,-34.59411677,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,21.0
2019-0051,1,2019-06-11,10.0,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,True,4,-58.36376488,-34.63832093,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,41.0
2019-0053,1,2019-06-14,17.0,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,True,8,-58.46442668,-34.66004784,AUTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0
2019-0054,1,2019-06-20,3.0,GANDARA 2976,CALLE,False,15,-58.48222035,-34.58428769,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,21.0
2019-0055,1,2019-06-20,19.0,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,True,1,-58.36819005,-34.60283208,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,47.0
2019-0056,1,2019-06-29,17.0,BOYACA AV. 305,AVENIDA,False,7,-58.45877601,-34.62330939,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,75.0
2019-0057,1,2019-07-05,19.0,ARTILLEROS Y LA PAMPA,CALLE,True,13,-58.44196498,-34.55760517,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,63.0
2019-0058,1,2019-07-10,9.0,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,False,10,-58.50622631,-34.63627822,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,39.0
2019-0059,1,2019-07-13,22.0,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,True,1,-58.3841088,-34.63099197,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30.0
2019-0060,1,2019-07-17,11.0,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,True,10,-58.48100602,-34.63504312,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,78.0
2019-0061,1,2019-07-17,18.0,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,True,13,-58.45200171,-34.5578132,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,58.0
2019-0062,1,2019-08-01,23.0,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,True,13,-58.44462132,-34.56201105,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,60.0
2019-0063,1,2019-08-04,1.0,FOREST AV. Y MAURE,AVENIDA,True,15,-58.45220688,-34.58711712,MOTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,
2019-0064,1,2019-08-06,3.0,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,True,7,-58.4596221,-34.6224514,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,20.0
2019-0065,1,2019-08-08,16.0,BARCO CENTENERA DEL Y TILCARA,CALLE,True,4,-58.4197085,-34.65414867,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,55.0
2019-0066,1,2019-08-11,21.0,RIESTRA AV. Y BOLIVAR,AVENIDA,True,7,-58.44187596,-34.64938031,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,40.0
2019-0067,1,2019-08-14,15.0,"CASTRO, EMILIO 4706",CALLE,False,10,-58.49101637,-34.64276621,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,35.0
2019-0068,1,2019-08-14,17.0,27 DE FEBRERO AV. 5600,AVENIDA,False,8,-58.42493829,-34.66256502,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,53.0
2019-0069,1,2019-08-17,5.0,"GARAY, JUAN DE AV. 2874",AVENIDA,False,4,-58.40489318,-34.62930162,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,43.0
2019-0070,1,2019-08-22,12.0,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,True,14,-58.4268668,-34.59217875,MOTO-BICICLETA,BICICLETA,CONDUCTOR,MOTO,MASCULINO,25.0
2019-0071,1,2019-08-27,11.0,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,True,9,-58.479611,-34.65620398,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,
2019-0072,1,2019-08-28,6.0,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,True,10,-58.47439934,-34.63524207,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,22.0
2019-0073,1,2019-08-29,1.0,ALVAREZ THOMAS AV. 1788,AVENIDA,False,15,-58.46711912,-34.57926018,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,29.0
2019-0074,1,2019-08-29,9.0,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,True,13,-58.46514781,-34.53465378,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,35.0
2019-0075,1,2019-08-30,23.0,SAN ANTONIO Y LUJAN,CALLE,True,4,-58.37571078,-34.65584079,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,31.0
2019-0076,1,2019-09-05,18.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,False,4,-58.37157668,-34.65429986,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,29.0
2019-0077,1,2019-09-08,3.0,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,True,14,-58.39811256,-34.58070186,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,28.0
