ID,N_VICTIMAS,FECHA_x,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Cruce,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,ROL,VICTIMA_y,SEXO,EDAD
2016-0001,1,2016-01-01,4.0,AV PIEDRA BUENA Y AV FERNANDEZ DE LA CRUZ,AVENIDA,True,8,-58.47533969,-34.68757022,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,19.0
2016-0002,1,2016-01-02,1.0,AV GRAL PAZ  Y AV DE LOS CORRALES,GRAL PAZ,True,9,-58.50877521,-34.66977709,AUTO-PASAJEROS,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,70.0
2016-0003,1,2016-01-03,7.0,AV ENTRE RIOS 2034,AVENIDA,False,1,-58.39040293,-34.63189362,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,30.0
2016-0004,1,2016-01-10,0.0,AV LARRAZABAL Y GRAL VILLEGAS CONRADO,AVENIDA,True,8,-58.46503904,-34.68092974,MOTO-SD,,CONDUCTOR,MOTO,MASCULINO,18.0
2016-0005,1,2016-01-21,5.0,AV SAN JUAN Y PRESIDENTE LUIS SAENZ PEÑA ,AVENIDA,True,1,-58.38718297,-34.6224663,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,29.0
2016-0008,1,2016-01-24,18.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,True,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,30.0
2016-0009,1,2016-01-24,19.0,NOGOYA Y JOAQUIN V. GONZALES,CALLE,True,11,-58.50095869,-34.6082544,MOTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29.0
2016-0010,1,2016-01-29,15.0,AV GENERAL PAZ Y AV DE LOS CORRALES,GRAL PAZ,True,9,-58.50877521,-34.66977709,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,18.0
2016-0012,1,2016-02-08,1.0,AV BELGRANO Y BERNARDO DE IRIGOYEN,AVENIDA,True,1,-58.38048577,-34.61303893,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,22.0
2016-0013,1,2016-02-10,11.0,AV ENTRE RIOS 1366,AVENIDA,False,1,-58.39114932,-34.62477387,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,16.0
2016-0015,1,2016-02-14,5.0,AV SCALABRINI ORTIZ Y VERA,AVENIDA,True,15,-58.4376002,-34.59912758,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,16.0
2016-0016,1,2016-02-14,22.0,AV REGIMIENTO DE PATRICIOS Y QUINQUELA MARTIN BENITO,AVENIDA,True,4,-58.36882665,-34.64291993,MOTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19.0
2016-0017,1,2016-02-15,16.0,MARIANO ACOSTA Y ANA MARIA JANER,AVENIDA,True,8,-58.44989671,-34.65970435,PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,59.0
2016-0019,1,2016-02-17,9.0,LISANDRO DE LA TORRE Y SEVERO GARCIA GRANDE DE ZEQUEIRA ,CALLE,True,9,-58.50990884,-34.65468721,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,65.0
2016-0020,1,2016-02-17,16.0,SUIPACHA 156,CALLE,False,1,-58.37952223,-34.60653282,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,59.0
2016-0021,1,2016-02-17,23.0,AV DIRECTORIO Y CURAPALIGUE,AVENIDA,True,7,-58.45157703,-34.63063795,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,34.0
2016-0022,1,2016-02-21,6.0,AV 9 DE JULIO Y ADOLFO ALSINA,AVENIDA,True,1,-58.38144696,-34.61079875,MOTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,41.0
2016-0025,1,2016-02-28,4.0,AV GRAL PAZ Y AV 27 DE FEBRERO,GRAL PAZ,True,8,-58.46244952,-34.70524971,AUTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,34.0
2016-0026,1,2016-02-28,7.0,HOLMBERG Y VEDIA,CALLE,True,12,-58.49216191,-34.54738649,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,30.0
2016-0027,1,2016-02-28,9.0,CURAPALIGUE Y AVELINO DIAZ,AVENIDA,True,7,-58.44497874,-34.63852623,AUTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,34.0
2016-0028,1,2016-03-02,10.0,VIAMONTE Y AV 9 DE JULIO,AVENIDA,True,1,-58.38199706,-34.60028648,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,50.0
2016-0029,1,2016-03-04,17.0,AV CABILDO Y DEHEZA,AVENIDA,True,12,-58.47378664,-34.54153077,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,38.0
2016-0031,1,2016-03-08,12.0,AV GRAL PAZ Y AV CNEL ROCA,GRAL PAZ,True,8,-58.47064556,-34.69843756,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,21.0
2016-0034,1,2016-03-12,12.0,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,True,4,-58.40623949,-34.65076549,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,52.0
2016-0035,1,2016-03-13,6.0,AV CORRIENTES Y AV CALLAO,AVENIDA,True,3,-58.39228965,-34.60443527,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,34.0
2016-0036,1,2016-03-14,0.0,HERRERA Y ARISTOBULO DEL VALLE,CALLE,True,4,-58.37813396,-34.63668504,MOTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,36.0
2016-0037,1,2016-03-19,11.0,AV. EVA PERON Y QUIRNO,AVENIDA,True,7,-58.46275892,-34.64358293,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,20.0
2016-0038,1,2016-03-21,8.0,AV GRAL PAZ COLECTORA Y ZUVIRIA,GRAL PAZ,True,8,-58.49683458,-34.67892743,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,29.0
2016-0039,1,2016-03-23,1.0,BARTOLOME MITRE Y AV PUEYRREDON,AVENIDA,True,3,-58.40603217,-34.6088396,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,20.0
2016-0041,2,2016-03-29,11.0,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,True,7,-58.4607655,-34.63350444,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,54.0
2016-0041,2,2016-03-29,11.0,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,True,7,-58.4607655,-34.63350444,MOTO-CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,
2016-0043,1,2016-03-30,18.0,DELLEPIANE LUIS TTE GRAL COLECTORA Y MURGUIONDO,AVENIDA,True,8,-58.47832463,-34.67494416,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,56.0
2016-0044,1,2016-03-31,19.0,AV JOSE MARIA MORENO Y BALBASTRO,AVENIDA,True,7,-58.43213235,-34.63693953,MULTIPLE,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,24.0
2016-0045,1,2016-04-11,10.0,AV GRAL PAZ Y AV DEL LIBERTADOR,GRAL PAZ,True,13,-58.46743471,-34.53476874,MOTO-SD,,CONDUCTOR,MOTO,MASCULINO,
2016-0047,1,2016-04-15,5.0,LIMA 1483,CALLE,False,1,-58.38247061,-34.62571878,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,41.0
2016-0048,1,2016-04-15,17.0,AV. CORRIENTES Y AV. DORREGO,AVENIDA,True,15,-58.44759966,-34.5917024,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,
2016-0050,1,2016-04-19,9.0,TIMOTEO GORDILLO Y AV FERNANDEZ DE LA CRUZ,AVENIDA,True,8,-58.47305463,-34.68550712,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,78.0
2016-0051,1,2016-04-20,4.0,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,True,4,-58.40623949,-34.65076549,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,36.0
2016-0052,1,2016-04-20,20.0,AUTOPISTA LUGONES PK 10000,AUTOPISTA,False,13,,,MOTO-SD,,,MOTO,,
2016-0053,1,2016-04-22,9.0,AV TRIUNVIRATO Y AV OLAZABAL,AVENIDA,True,12,-58.4842918,-34.57558053,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,38.0
2016-0054,1,2016-04-23,21.0,AU LUIS DELLEPIANE Y AV GRAL PAZ,AUTOPISTA,True,8,-58.48695354,-34.68795245,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30.0
2016-0055,1,2016-04-25,20.0,RAMON CASTILLA Y AV FIGUEROA ALCORTA,AVENIDA,True,14,-58.40021959,-34.57964781,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,79.0
2016-0056,1,2016-04-26,4.0,AV LUIS MARIA CAMPOS 30,AVENIDA,False,14,-58.42957885,-34.57660058,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,26.0
2016-0058,1,2016-05-04,14.0,LIMA 1471,CALLE,False,1,-58.38247542,-34.62556293,PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,57.0
2016-0059,1,2016-05-08,16.0,PASAJE CIUDADELA Y LIMA OESTE,CALLE,True,1,-58.38222219,-34.62728101,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,37.0
2016-0064,1,2016-05-14,18.0,AV JUAN B JUSTO Y AV CARRASCO,AVENIDA,True,10,-58.49485242,-34.62953445,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,20.0
2016-0065,1,2016-05-20,14.0,AV GAONA Y ESPINOSA,AVENIDA,True,6,-58.45227946,-34.61068024,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,20.0
2016-0067,1,2016-05-21,17.0,AV LISANDRO DE LA TORRE Y SARAZA,AVENIDA,True,8,-58.48455411,-34.6751276,MOTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,30.0
2016-0068,1,2016-05-22,22.0,AV FIGUEROA ALCORTA Y AV PUEYRREDON,AVENIDA,True,2,-58.39056593,-34.58418569,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,58.0
2016-0069,1,2016-05-23,3.0,AV ENTRE RIOS Y PASAJE FILIBERTO,AVENIDA,True,3,-58.39118948,-34.62704273,AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,30.0
2016-0073,1,2016-06-11,15.0,MAGARIÑOS CERVANTES 3900,CALLE,False,10,-58.49021952,-34.62025108,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,23.0
2016-0074,1,2016-06-12,6.0,AV GRAL PAZ Y RODOLFO SCAPINO,GRAL PAZ,True,8,-58.49896559,-34.67732118,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,60.0
2016-0075,1,2016-06-12,23.0,AUTOPISTA DELLEPIANE LUIS TTE GRAL Y MIRALLA,AUTOPISTA,True,8,-58.47461076,-34.66874679,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,42.0
2016-0076,1,2016-06-13,16.0,AV SAN MARTIN Y CAMARONES,AVENIDA,True,15,-58.46210891,-34.60356211,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,53.0
2016-0077,1,2016-06-13,21.0,TTEG JUAN D PERON Y AVDA LEANDRO N ALEM,AVENIDA,True,1,-58.3702777,-34.60536123,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,
2016-0078,1,2016-06-13,23.0,AV BELGRANO Y AV JUJUY,AVENIDA,True,3,-58.40491455,-34.6146383,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30.0
2016-0079,1,2016-06-16,17.0,AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO,AVENIDA,True,13,-58.45504154,-34.54864492,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,FEMENINO,51.0
2016-0080,1,2016-06-18,6.0,AV GRAL PAZ Y AV RIVADAVIA,GRAL PAZ,True,9,-58.52927982,-34.63931752,AUTO-SD,,CONDUCTOR,AUTO,MASCULINO,60.0
2016-0081,1,2016-06-22,7.0,AV CRISOLOGO LARRALDE Y MACHAIN,AVENIDA,True,12,-58.4872106,-34.55904606,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,40.0
2016-0082,1,2016-06-27,18.0,AV LA PLATA 2384,AVENIDA,False,4,-58.42273092,-34.64228803,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,87.0
2016-0083,1,2016-06-28,20.0,AV JUAN B ALBERDI Y PUAN,AVENIDA,True,6,-58.44788671,-34.62539009,PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,76.0
2016-0084,1,2016-06-29,22.0,CARLOS PELLEGRINI Y TUCUMAN,CALLE,True,1,-58.38110563,-34.60135531,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,57.0
2016-0085,1,2016-06-29,22.0,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,True,4,-58.42378834,-34.657341,MOTO-MOVIL,OTRO,,MOTO,MASCULINO,
2016-0086,1,2016-06-30,16.0,AV OLIVERA Y RAMON FALCON,AVENIDA,True,10,-58.48727942,-34.63652467,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,75.0
2016-0087,1,2016-07-02,0.0,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,False,1,-58.37864583,-34.62907067,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,23.0
2016-0088,1,2016-07-11,15.0,CERETTI Y NUÑEZ,CALLE,True,12,-58.5015175,-34.56767549,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,70.0
2016-0089,1,2016-07-14,6.0,AV LUGONES Y LA PAMPA,AUTOPISTA,True,13,-58.43233425,-34.55185825,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,35.0
2016-0090,1,2016-07-14,22.0,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,True,5,-58.41971993,-34.6111224,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,60.0
2016-0092,1,2016-07-15,11.0,AV GRAL PAZ Y AV LIBERTADOR ,GRAL PAZ,True,13,-58.46743471,-34.53476874,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,24.0
2016-0093,1,2016-07-17,3.0,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,True,6,-58.44362126,-34.62301748,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,35.0
2016-0095,1,2016-07-23,6.0,MERCEDES Y AV GRAL MOSCONI,AVENIDA,True,11,-58.51713095,-34.59546519,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,29.0
2016-0096,1,2016-07-25,7.0,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,False,8,-58.47433193007387,-34.66684950051973,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,
2016-0097,1,2016-07-26,18.0,SOLIS Y MEXICO,CALLE,True,1,-58.39038605,-34.6156281,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,80.0
2016-0098,1,2016-07-27,16.0,AV SAN JUAN Y ALBERTI,AVENIDA,True,3,-58.40042405,-34.62356174,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,43.0
2016-0099,1,2016-07-29,16.0,AV GRAL MOSCONI Y AV GRAL PAZ,GRAL PAZ,True,11,-58.52340614,-34.59798754,CARGAS-CARGAS,CARGAS,CONDUCTOR,CARGAS,MASCULINO,45.0
2016-0100,1,2016-08-03,23.0,AV GRAL PAZ  Y DONADO,GRAL PAZ,True,12,-58.49491054,-34.54795581,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,57.0
2016-0101,1,2016-08-07,19.0,AV GRAL PAZ Y JORGE CHAVEZ,GRAL PAZ,True,9,-58.52932872,-34.65014993,,,,,MASCULINO,67.0
2016-0102,1,2016-08-10,23.0,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,True,9,-58.50011639,-34.67316502,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,29.0
2016-0104,1,2016-08-14,21.0,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,True,9,-58.46635001,-34.65624369,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,21.0
2016-0105,1,2016-08-17,0.0,AV FEDERICO LACROZE Y FRAGA,AVENIDA,True,15,-58.45343236,-34.58435809,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,19.0
2016-0106,1,2016-08-19,21.0,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,True,1,-58.38090932,-34.58927731,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,38.0
2016-0107,1,2016-08-20,8.0,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,False,4,-58.37157668,-34.65429986,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,21.0
2016-0109,1,2016-08-24,5.0,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,True,9,-58.52280139,-34.63659934,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,FEMENINO,53.0
2016-0110,1,2016-08-24,20.0,AV ALBERDI Y CARHUE,AVENIDA,True,9,-58.51232237,-34.6590353,PEATON-SD,,PEATON,PEATON,MASCULINO,57.0
2016-0111,1,2016-08-25,9.0,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,True,15,-58.47461905,-34.57663634,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,27.0
2016-0112,1,2016-08-27,4.0,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,True,1,-58.38268809,-34.62282019,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,24.0
2016-0113,1,2016-08-27,16.0,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,True,9,-58.49603546,-34.64564271,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,60.0
2016-0114,1,2016-08-31,11.0,SALGUERO 1410,CALLE,False,14,-58.41848605,-34.59394733,BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,FEMENINO,55.0
2016-0115,1,2016-09-02,11.0,ARIAS Y TRONADOR,CALLE,True,12,-58.48935041,-34.54917673,SD-CARGAS,CARGAS,,,MASCULINO,
2016-0116,1,2016-09-02,20.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,True,8,-58.44451316,-34.68475866,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,30.0
2016-0117,1,2016-09-03,15.0,AV DEL LIBERTADOR Y TAGLE,AVENIDA,True,14,-58.39936478,-34.58271474,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,43.0
2016-0118,1,2016-09-04,3.0,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,False,1,-58.37936704,-34.62694503,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,27.0
2016-0119,1,2016-09-04,6.0,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,True,12,-58.49659234,-34.56353635,,,PASAJERO_ACOMPAÑANTE,,FEMENINO,
2016-0122,1,2016-09-13,7.0,AV EVA PERON 4233,AVENIDA,False,9,-58.47256391,-34.65194557,BICICLETA-PASAJEROS,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,49.0
2016-0123,1,2016-09-14,9.0,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,True,7,-58.45130953,-34.64053676,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,FEMENINO,58.0
2016-0124,1,2016-09-16,15.0,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,True,7,-58.46271207,-34.62884871,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,67.0
2016-0125,1,2016-09-17,12.0,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,True,10,-58.49020869,-34.64243791,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30.0
2016-0126,2,2016-09-18,22.0,IRIGOYEN Y TINOGASTA,CALLE,True,10,-58.52572109,-34.62125906,AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,37.0
2016-0126,2,2016-09-18,22.0,IRIGOYEN Y TINOGASTA,CALLE,True,10,-58.52572109,-34.62125906,AUTO-CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,60.0
2016-0127,1,2016-09-24,10.0,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,True,8,-58.44094791,-34.66677111,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,50.0
2016-0128,1,2016-10-02,11.0,CASTRO Y AV PAVON,AVENIDA,True,5,-58.41914024,-34.6305389,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,81.0
2016-0130,1,2016-10-04,12.0,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,False,1,-58.37910942,-34.62764717,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,29.0
2016-0131,1,2016-10-09,19.0,MIRAVE 3500,CALLE,False,4,-58.39871183,-34.64539318,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,35.0
2016-0132,1,2016-10-10,2.0,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,True,3,-58.41036975,-34.62477021,AUTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30.0
2016-0133,1,2016-10-14,0.0,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,True,14,-58.40204698,-34.5834269,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,41.0
2016-0134,1,2016-10-23,5.0,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,True,8,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,25.0
2016-0135,1,2016-10-24,5.0,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,True,14,-58.42260225,-34.56403694,PEATON-SD,,PEATON,PEATON,MASCULINO,29.0
2016-0136,1,2016-10-25,0.0,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,False,4,,,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,,
2016-0137,1,2016-10-25,0.0,AV SAN MARTIN Y LADINES,AVENIDA,True,11,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30.0
2016-0138,1,2016-10-27,20.0,AV CABILDO Y BLANCO ENCALADA,AVENIDA,True,13,-58.4590967,-34.55922742,BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,FEMENINO,33.0
2016-0139,1,2016-10-28,23.0,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,True,14,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,35.0
2016-0140,1,2016-10-31,2.0,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,True,13,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,20.0
2016-0142,1,2016-11-05,23.0,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,True,1,-58.37533517,-34.59276462,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,46.0
2016-0143,1,2016-11-06,4.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,True,8,-58.44451316,-34.68475866,MOTO-SD,,CONDUCTOR,MOTO,MASCULINO,35.0
2016-0144,1,2016-11-07,12.0,AV. ALTE. BROWN 984,AVENIDA,False,4,-58.35975012,-34.63343907,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,83.0
2016-0145,1,2016-11-07,20.0,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,True,13,-58.44523595,-34.55953855,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,39.0
2016-0146,1,2016-11-09,20.0,PICHINCHA Y AV BRASIL,AVENIDA,True,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,29.0
2016-0147,1,2016-11-16,21.0,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,True,1,-58.38896772,-34.61799615,MOVIL-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,55.0
2016-0148,1,2016-11-16,22.0,AV GARMENDIA 4895,AVENIDA,False,15,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,
2016-0150,1,2016-11-18,18.0,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,True,4,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,41.0
2016-0152,1,2016-11-23,21.0,AV PERITO MORENO Y ZUVIRIA,AVENIDA,True,7,-58.46451841,-34.64991946,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,42.0
2016-0153,1,2016-11-25,15.0,ARAOZ Y AV CORDOBA,AVENIDA,True,15,-58.4291709,-34.59485488,PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,83.0
2016-0154,1,2016-11-26,14.0,AV GRAL PAZ 15200,GRAL PAZ,False,8,-58.49007772,-34.68251141,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,38.0
2016-0155,1,2016-11-26,16.0,MADERO 900,CALLE,False,10,-58.52756365,-34.62772274,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,29.0
2016-0156,1,2016-11-26,19.0,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,True,3,-58.40638983,-34.61943202,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,23.0
2016-0157,1,2016-12-03,6.0,AV JUAN B JUSTO 5645,AVENIDA,False,11,-58.47576807,-34.61740997,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,23.0
2016-0159,1,2016-12-04,7.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,True,8,-58.44451316,-34.68475866,AUTO-SD,,CONDUCTOR,AUTO,MASCULINO,23.0
